sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.2.1
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,Dynamic
Measurement Mode:,Sensor fusion Mode - Complete(Quaternion)
StartTime: ,2023-03-23_23:28:45_563 GMT+8
© Xsens Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
584,372435208,0.431283,-0.664989,-0.507460,-0.338038,-0.292340,0.105575,-1.759174
585,372451875,0.409890,-0.670960,-0.523865,-0.327672,0.833064,0.873855,-2.869773
586,372468542,0.383790,-0.679323,-0.538062,-0.318927,-0.032920,-0.285932,-2.071055
587,372485209,0.357512,-0.686470,-0.553289,-0.307922,0.337516,-0.751667,-1.749928
588,372501876,0.328501,-0.692894,-0.568019,-0.298897,0.791515,-0.731531,-1.811743
589,372518543,0.298176,-0.697831,-0.583317,-0.289593,0.450687,-1.109047,-1.237700
590,372535210,0.269322,-0.701395,-0.597678,-0.279809,0.568268,-0.994656,-0.194675
591,372551877,0.244373,-0.703770,-0.610422,-0.269027,-0.082174,-1.136136,0.687858
592,372568544,0.223944,-0.705340,-0.621090,-0.258053,0.876673,-0.755448,1.343166
593,372585211,0.206097,-0.707285,-0.628993,-0.248274,1.290960,-0.290351,1.717922
594,372601878,0.189110,-0.708540,-0.636501,-0.238903,1.232329,-0.271598,1.400795
595,372618545,0.172960,-0.709436,-0.642171,-0.233244,0.658742,-0.354060,-0.959569
596,372635212,0.155566,-0.709030,-0.649107,-0.227457,-0.102439,-0.824289,-2.003479
597,372651879,0.136486,-0.707522,-0.657022,-0.221599,0.172827,-0.952754,-1.652332
598,372668546,0.117123,-0.705702,-0.664549,-0.215967,0.029122,-0.639957,0.134430
599,372685213,0.099832,-0.703139,-0.671962,-0.209994,0.146873,-0.200252,1.475902
600,372701880,0.083886,-0.701924,-0.676832,-0.205341,0.746447,0.506841,1.674278
601,372718547,0.071175,-0.699606,-0.682198,-0.200230,-0.148981,-0.089332,0.480389
602,372735214,0.057354,-0.697766,-0.686321,-0.196969,-0.847803,-0.610536,-0.504764
603,372751881,0.040913,-0.695182,-0.690540,-0.195456,1.105415,0.029644,-0.558012
604,372768548,0.024017,-0.692885,-0.694026,-0.194066,-1.231000,-0.468075,0.143825
605,372785215,0.010829,-0.689897,-0.698747,-0.188886,-0.420181,0.190503,0.195857
606,372801882,-0.000654,-0.687105,-0.702846,-0.184104,-0.051669,1.008344,0.420952
607,372818549,-0.011816,-0.685184,-0.705164,-0.182011,-0.476851,-0.067316,0.515982
608,372835216,-0.020356,-0.681988,-0.709068,-0.178047,1.103698,-0.028921,-1.438384
609,372851883,-0.033336,-0.679963,-0.711114,-0.175657,0.167869,-1.538801,-2.008178
610,372868550,-0.047893,-0.675154,-0.716011,-0.170884,1.083700,-1.044345,-1.851229
611,372885217,-0.065973,-0.671199,-0.718878,-0.168388,0.503806,-0.622806,-1.065899
612,372901884,-0.082785,-0.665924,-0.723182,-0.163401,-0.521182,0.327130,0.674856
613,372918551,-0.097161,-0.661245,-0.726865,-0.158056,-0.150700,0.868538,1.113653
614,372935218,-0.109785,-0.657008,-0.730075,-0.152571,0.189177,0.023664,0.144015
615,372951885,-0.122823,-0.652123,-0.733485,-0.147137,0.231341,-0.908433,-0.471690
616,372968552,-0.142169,-0.649275,-0.733681,-0.141217,4.007005,-1.231836,-2.512417
617,372985219,-0.166911,-0.645634,-0.730900,-0.145197,-3.358255,0.930156,3.447296
618,373001886,-0.178833,-0.641459,-0.732385,-0.141992,0.764709,-0.183160,-0.366740
619,373018553,-0.190305,-0.636888,-0.734123,-0.138639,-0.083799,0.358972,0.855754
620,373035220,-0.199059,-0.632078,-0.736285,-0.136884,-0.165578,1.476875,1.259989
621,373051887,-0.205039,-0.628372,-0.737893,-0.136459,-0.470405,1.699790,1.392730
622,373068554,-0.207402,-0.626056,-0.739368,-0.135551,-0.616085,0.258789,0.861287
623,373085221,-0.209074,-0.625265,-0.740083,-0.132701,0.168306,-1.889319,-0.871938
624,373101888,-0.212779,-0.624212,-0.740592,-0.128877,0.725865,-1.572860,-0.753897
625,373118555,-0.218796,-0.621292,-0.741578,-0.127231,0.995580,0.629685,0.363946
626,373135222,-0.224646,-0.617978,-0.742413,-0.128301,0.339741,2.028343,0.793476
627,373151889,-0.227027,-0.616622,-0.742591,-0.129595,-1.081581,1.392728,0.711874
628,373168556,-0.227117,-0.616732,-0.742570,-0.129031,-1.159671,-0.722042,-0.236155
629,373185223,-0.226380,-0.616621,-0.743218,-0.127115,-0.459909,-0.541017,-0.073833
630,373201890,-0.225713,-0.616031,-0.744232,-0.125216,0.255765,-0.126242,0.055212
631,373218557,-0.225439,-0.615695,-0.744813,-0.123900,0.752743,0.394361,0.355547
632,373235224,-0.225651,-0.615302,-0.745080,-0.123861,1.020466,0.478812,0.437114
633,373251891,-0.226388,-0.614672,-0.745297,-0.124336,0.419147,-0.204093,0.219707
634,373268558,-0.227446,-0.613704,-0.745711,-0.124704,-0.075140,-0.323019,0.190357
635,373285225,-0.228195,-0.612681,-0.746353,-0.124528,-0.178736,-0.326962,0.041498
636,373301892,-0.228476,-0.612355,-0.746673,-0.123692,0.159145,0.003087,0.057313
637,373318559,-0.228823,-0.612325,-0.746653,-0.123322,0.960911,0.271756,0.109594
638,373335226,-0.230113,-0.611513,-0.746732,-0.124465,0.798811,0.116424,0.199004
639,373351893,-0.231955,-0.610280,-0.746895,-0.126109,-0.121734,-0.257961,-0.058226
640,373368560,-0.233366,-0.609476,-0.746986,-0.126853,-0.788528,-0.483746,-0.168058
641,373385227,-0.233479,-0.609416,-0.747111,-0.126196,-0.790782,-0.310219,-0.192863
642,373401894,-0.232634,-0.609494,-0.747461,-0.125300,-0.096968,0.199990,0.151433
643,373418561,-0.231265,-0.609144,-0.748173,-0.125288,0.262310,0.285131,0.233264
644,373435228,-0.229674,-0.608837,-0.748777,-0.126098,0.610773,0.076845,0.084123
645,373451895,-0.228144,-0.609099,-0.748911,-0.126814,0.484842,-0.417317,-0.027828
646,373468562,-0.226624,-0.609797,-0.748788,-0.126910,0.196368,-0.723671,-0.128178
647,373485229,-0.225241,-0.610358,-0.748769,-0.126784,0.021438,-0.458797,0.019655
648,373501896,-0.223333,-0.611004,-0.748831,-0.126685,-0.111660,0.172306,0.199242
649,373518563,-0.220267,-0.612137,-0.748809,-0.126709,0.205337,0.438621,0.328017
650,373535230,-0.216759,-0.613670,-0.748475,-0.127318,0.496028,0.253367,0.305564
651,373551897,-0.213434,-0.615202,-0.747961,-0.128560,0.428318,-0.145194,0.119350
652,373568564,-0.210409,-0.616620,-0.747366,-0.130202,0.212476,-0.259198,0.082325
653,373585231,-0.207158,-0.618339,-0.746608,-0.131604,-0.229952,-0.268635,0.030656
654,373601898,-0.203023,-0.620622,-0.745713,-0.132374,-0.675698,-0.035681,0.142909
655,373618565,-0.197435,-0.622846,-0.745201,-0.133255,-0.683067,0.474421,0.469575
656,373635232,-0.190244,-0.624947,-0.745017,-0.134902,-0.219799,0.619366,0.593297
657,373651899,-0.182072,-0.627562,-0.744463,-0.137083,0.327429,0.342317,0.594140
658,373668566,-0.173509,-0.630541,-0.743523,-0.139596,0.387088,-0.162308,0.417049
659,373685233,-0.164760,-0.633540,-0.742462,-0.142242,-0.063307,-0.269785,0.352921
660,373701900,-0.154829,-0.636682,-0.741418,-0.144789,-0.371133,0.109923,0.747407
661,373718567,-0.142884,-0.640439,-0.740062,-0.147415,-0.246193,0.655290,1.061155
662,373735234,-0.128563,-0.644517,-0.738403,-0.151095,0.020940,1.043375,1.563282
663,373751901,-0.111460,-0.648735,-0.736356,-0.156528,0.190758,1.250877,1.856089
664,373768568,-0.091155,-0.653613,-0.733571,-0.162339,-0.065597,0.311549,1.700994
665,373785235,-0.068028,-0.659302,-0.730062,-0.166444,-0.895024,-0.994186,0.971024
666,373801902,-0.043017,-0.665122,-0.726119,-0.168862,-0.413535,-0.746132,1.009564
667,373818569,-0.016743,-0.670304,-0.721693,-0.171967,0.633164,0.094232,1.816683
668,373835236,0.010747,-0.675206,-0.716088,-0.176632,1.504190,0.389830,1.851283
669,373851903,0.038963,-0.680339,-0.708713,-0.182612,1.522932,-0.289568,1.123448
670,373868570,0.067277,-0.684781,-0.700637,-0.188832,0.269898,-1.589230,0.400213
671,373885237,0.094665,-0.687620,-0.693082,-0.194565,0.026987,-2.055244,-0.869094
672,373901904,0.120948,-0.689589,-0.685614,-0.199430,0.531486,-1.228695,-0.212233
673,373918571,0.148070,-0.690754,-0.677497,-0.204776,0.920860,-0.619619,1.332352
674,373935238,0.176742,-0.691190,-0.668132,-0.211230,1.812523,-0.716913,0.797153
675,373951905,0.205786,-0.691472,-0.657282,-0.217944,1.695449,-1.108429,-0.438615
676,373968572,0.234546,-0.690514,-0.646346,-0.224535,0.222419,-1.553856,-0.838919
677,373985239,0.264055,-0.686997,-0.636073,-0.231780,-0.240928,-1.602043,0.300389
678,374001906,0.295102,-0.680697,-0.625699,-0.240972,0.055716,-1.585001,0.296371
679,374018573,0.326558,-0.672927,-0.614776,-0.250159,0.602759,-1.327603,-1.238939
680,374035240,0.356526,-0.666174,-0.602611,-0.256829,0.692727,-0.454620,-2.738694
681,374051907,0.383688,-0.660186,-0.590410,-0.261447,-0.749657,-0.413409,-2.479919
682,374068574,0.407919,-0.653165,-0.579608,-0.266520,-1.556757,-0.112302,-2.015163
683,374085241,0.429581,-0.644944,-0.570306,-0.272504,-0.974200,0.361594,-1.746943
684,374101908,0.449227,-0.636721,-0.561355,-0.278679,-0.234910,0.466151,-1.028579
685,374118575,0.468100,-0.628731,-0.552036,-0.284317,0.118604,0.367080,-0.598006
686,374135242,0.486058,-0.621613,-0.542187,-0.288755,-0.046760,0.665284,-1.142995
687,374151909,0.502630,-0.615384,-0.532440,-0.291847,-0.337094,0.843451,-1.333037
688,374168576,0.517504,-0.609565,-0.523210,-0.294740,-0.480277,0.587766,-0.976606
689,374185243,0.530642,-0.603868,-0.514539,-0.298349,-0.178641,0.430714,-0.824207
690,374201910,0.542486,-0.598359,-0.506401,-0.302050,-0.208204,0.431222,-0.860814
691,374218577,0.553919,-0.592721,-0.498986,-0.304743,-0.586531,0.174959,-0.713128
692,374235244,0.565357,-0.587084,-0.492166,-0.305740,-0.311310,0.417059,-0.704334
693,374251911,0.576020,-0.582251,-0.485852,-0.305176,-0.150124,0.539780,-0.750974
694,374268578,0.585337,-0.578016,-0.480175,-0.304484,0.221450,0.697592,-0.610382
695,374285245,0.593082,-0.574474,-0.474911,-0.304457,0.400872,0.713598,-0.583735
696,374301912,0.599322,-0.571527,-0.470257,-0.305005,-0.059249,0.551029,-0.516362
697,374318579,0.604219,-0.568920,-0.466657,-0.305746,-0.324116,0.464051,-0.425735
698,374335246,0.607936,-0.566893,-0.464042,-0.306123,-0.128657,0.397476,-0.310272
699,374351913,0.611106,-0.565368,-0.461850,-0.305947,0.330565,0.112706,0.111365
700,374368580,0.614206,-0.564170,-0.459335,-0.305736,0.588156,-0.264419,0.479460
701,374385247,0.617471,-0.562750,-0.456423,-0.306138,0.569127,-0.350599,0.464406
702,374401914,0.620726,-0.561281,-0.453318,-0.306866,0.338896,-0.199227,0.293664
703,374418581,0.623878,-0.559743,-0.450597,-0.307288,-0.299135,0.037862,0.089262
704,374435248,0.626495,-0.558250,-0.448949,-0.307092,-0.544925,0.486822,-0.145464
705,374451915,0.628005,-0.557329,-0.448246,-0.306708,-0.145900,0.553912,-0.153432
706,374468582,0.628441,-0.556813,-0.447916,-0.307234,0.300748,0.266556,0.088234
707,374485249,0.628323,-0.556379,-0.447619,-0.308691,0.257123,0.098449,0.105010
708,374501916,0.628356,-0.555767,-0.447497,-0.309901,0.177720,-0.110900,0.169801
709,374518583,0.629095,-0.554916,-0.447399,-0.310069,0.183725,-0.186689,0.156730
710,374535250,0.630357,-0.553994,-0.447375,-0.309187,0.164168,0.177624,-0.108453
711,374551917,0.631139,-0.553490,-0.447513,-0.308293,0.093592,0.296841,-0.219983
712,374568584,0.630852,-0.553476,-0.447691,-0.308647,0.248340,0.496985,-0.287184
713,374585251,0.629558,-0.553958,-0.447971,-0.310017,0.099115,0.572704,-0.448124
714,374601918,0.627981,-0.554431,-0.448657,-0.311372,-0.016622,0.005715,-0.134670
715,374618585,0.627449,-0.554390,-0.449139,-0.311823,0.345145,-0.390160,0.182217
716,374635252,0.628311,-0.553884,-0.449048,-0.311117,0.348629,-0.251394,0.104907
717,374651919,0.629642,-0.553389,-0.448438,-0.310186,0.268646,-0.220480,0.189218
718,374668586,0.631087,-0.552828,-0.447227,-0.309997,0.405134,0.051137,0.039035
719,374685253,0.632154,-0.552484,-0.445996,-0.310212,-0.147493,0.498781,-0.368693
720,374701920,0.632446,-0.552459,-0.445664,-0.310136,-0.784350,0.549771,-0.521816
721,374718587,0.632166,-0.552472,-0.446429,-0.309584,-0.533199,0.504054,-0.383083
722,374735254,0.631591,-0.552819,-0.447365,-0.308787,0.252430,0.136321,0.021570
723,374751921,0.631311,-0.553047,-0.447624,-0.308575,0.491704,-0.339490,0.457651
724,374768588,0.631723,-0.552892,-0.447157,-0.308686,0.406729,-0.014142,0.207170
725,374785255,0.632165,-0.553051,-0.446740,-0.308101,-0.055126,0.493796,-0.287959
726,374801922,0.631978,-0.553651,-0.447076,-0.306917,-0.354131,0.553452,-0.402984
727,374818589,0.630913,-0.554550,-0.448286,-0.305717,-0.289604,0.611330,-0.358362
728,374835256,0.628604,-0.555940,-0.450332,-0.304943,-0.273091,0.562608,-0.255618
729,374851923,0.625468,-0.557508,-0.452962,-0.304632,0.056702,0.342660,0.051925
730,374868590,0.622440,-0.559164,-0.455456,-0.304080,0.282288,0.160657,0.287796
731,374885257,0.619902,-0.561094,-0.457514,-0.302616,0.531635,0.273989,0.177986
732,374901924,0.617423,-0.563975,-0.459124,-0.299877,0.866020,0.874967,-0.286982
733,374918591,0.614673,-0.567881,-0.460680,-0.295741,0.319145,0.682377,-0.426978
734,374935258,0.611247,-0.572296,-0.462827,-0.290939,-0.469102,0.577790,-0.286971
735,374951925,0.606712,-0.576968,-0.465770,-0.286473,-0.750414,0.280952,0.030230
736,374968592,0.601546,-0.581297,-0.469489,-0.282519,-0.595625,0.192660,0.167494
737,374985259,0.595804,-0.585490,-0.473942,-0.278564,-0.815430,0.195061,0.126719
738,375001926,0.589749,-0.589710,-0.479246,-0.273428,-0.315329,0.618513,-0.245971
739,375018593,0.582944,-0.594753,-0.485178,-0.266549,-0.409156,0.656011,-0.459842
740,375035260,0.575064,-0.599720,-0.492448,-0.259100,-1.234565,0.139631,-0.151091
741,375051927,0.565439,-0.604463,-0.501115,-0.252561,-0.957992,-0.046688,0.049323
742,375068594,0.554449,-0.608753,-0.510756,-0.247254,0.021780,0.030413,0.155793
743,375085261,0.542619,-0.613265,-0.520452,-0.242076,0.761820,0.467162,-0.335175
744,375101928,0.529896,-0.618354,-0.530400,-0.235637,0.310660,0.538076,-0.909802
745,375118595,0.515213,-0.624151,-0.541041,-0.228616,-0.386939,-0.041486,-0.752036
746,375135262,0.498748,-0.629121,-0.553056,-0.222679,-0.240890,-0.155863,-0.650246
747,375151929,0.480916,-0.633496,-0.565791,-0.217449,0.426323,-0.224812,-0.660475
748,375168596,0.463179,-0.636889,-0.578929,-0.211373,0.455408,-0.554660,-0.162716
749,375185263,0.446025,-0.639818,-0.591559,-0.204334,0.972656,-0.337862,-0.167606
750,375201930,0.428729,-0.643455,-0.603013,-0.196299,1.351483,0.151519,-0.885442
751,375218597,0.410607,-0.647635,-0.613830,-0.187574,0.519544,-0.163720,-1.051331
752,375235264,0.391954,-0.650581,-0.625215,-0.179508,-0.333705,-0.666753,-0.446561
753,375251931,0.372778,-0.652544,-0.636771,-0.172470,0.320970,-0.237600,-0.868012
754,375268598,0.353139,-0.654553,-0.647868,-0.164679,0.879263,0.143524,-1.847941
755,375285265,0.332219,-0.657034,-0.658560,-0.155680,0.168209,-0.282237,-2.211250
756,375301932,0.309695,-0.658771,-0.669645,-0.147260,-0.213546,-0.812849,-0.657184
757,375318599,0.287773,-0.659441,-0.680279,-0.139802,0.702735,-0.309420,-0.006576
758,375335266,0.267098,-0.660113,-0.689588,-0.131825,0.731714,-0.239464,-0.255515
759,375351933,0.247562,-0.661134,-0.697562,-0.122570,0.478703,-0.396568,-0.968552
760,375368600,0.228644,-0.661809,-0.705123,-0.111944,-0.784594,-1.093142,-0.938922
761,375385267,0.210365,-0.661226,-0.712956,-0.101100,-0.754900,-0.734382,0.080393
762,375401934,0.193835,-0.660071,-0.720065,-0.090774,0.699082,0.208624,0.252354
763,375418601,0.178323,-0.659921,-0.725434,-0.080314,0.786362,0.034767,-0.719662
764,375435268,0.162211,-0.660655,-0.729659,-0.069434,0.254712,-0.442122,-1.247650
765,375451935,0.145664,-0.661036,-0.733759,-0.058412,-0.231063,-0.892654,-1.031756
766,375468602,0.128707,-0.660500,-0.738183,-0.047544,-0.558752,-1.089408,-0.773232
767,375485269,0.111607,-0.659310,-0.742633,-0.036757,-0.041691,-0.531302,-0.166492
768,375501936,0.095083,-0.657918,-0.746583,-0.026765,0.146389,0.189331,0.991179
769,375518603,0.080337,-0.656416,-0.749900,-0.017739,0.175450,0.279030,1.075484
770,375535270,0.066597,-0.655852,-0.751902,-0.008198,0.628739,-0.381743,-0.232071
771,375551937,0.052260,-0.656492,-0.752516,0.002860,0.512674,-1.133812,-0.762573
772,375568604,0.036606,-0.656372,-0.753431,0.013370,-0.140685,-1.115191,0.213422
773,375585271,0.020622,-0.654075,-0.755836,0.021734,0.329304,-0.553219,0.463651
774,375601938,0.004570,-0.651318,-0.758234,0.029083,1.072962,-0.252920,0.107740
775,375618605,-0.011664,-0.649504,-0.759407,0.036198,0.661578,0.197050,0.897531
776,375635272,-0.026198,-0.648122,-0.759873,0.042960,0.238964,0.349870,1.249079
777,375651939,-0.039126,-0.647341,-0.759560,0.049880,0.459901,-0.325243,0.502719
778,375668606,-0.052339,-0.647470,-0.758102,0.057670,0.877427,-1.083344,-0.317215
779,375685273,-0.067453,-0.647268,-0.756519,0.064603,0.838928,-0.844422,-0.218915
780,375701940,-0.083514,-0.644824,-0.756650,0.068620,0.534600,0.008456,0.687675
781,375718607,-0.099195,-0.641750,-0.757203,0.070428,0.912056,0.241420,0.453093
782,375735274,-0.114539,-0.640265,-0.756031,0.073206,0.484061,-0.484633,0.163596
783,375751941,-0.129538,-0.639794,-0.753576,0.077507,-0.330429,-0.807132,0.192257
784,375768608,-0.144097,-0.638100,-0.751989,0.081103,-0.771736,0.251589,0.952224
785,375785275,-0.156580,-0.636181,-0.750796,0.084039,-0.112208,1.026790,0.653197
786,375801942,-0.167289,-0.636000,-0.748221,0.087659,0.059807,0.590970,0.003561
787,375818609,-0.177072,-0.636649,-0.744989,0.091193,0.510812,0.089211,-0.157793
788,375835276,-0.188799,-0.635890,-0.742540,0.092922,0.924948,-0.566271,-0.293426
789,375851943,-0.201666,-0.633480,-0.741223,0.092862,0.603354,-0.048601,-0.184094
790,375868610,-0.213889,-0.631306,-0.739724,0.092265,-0.028929,0.694474,0.185924
791,375885277,-0.224461,-0.630006,-0.737750,0.091842,-0.729701,0.859453,0.468162
792,375901944,-0.232296,-0.629132,-0.736084,0.091717,-1.023889,0.996383,0.533814
793,375918611,-0.237180,-0.628625,-0.734986,0.091496,-0.627797,0.867240,0.462285
794,375935278,-0.240372,-0.628950,-0.733656,0.091604,-0.241088,0.111016,0.303377
795,375951945,-0.243457,-0.629639,-0.731963,0.092270,0.063915,-0.667315,0.185318
796,375968612,-0.246960,-0.629908,-0.730487,0.092825,0.450319,-0.625551,0.083058
797,375985279,-0.251499,-0.629298,-0.729491,0.092607,0.093806,-0.776990,-0.130302
798,376001946,-0.255341,-0.628385,-0.729003,0.092127,-0.029750,0.239649,0.232539
799,376018613,-0.258203,-0.628111,-0.728291,0.091651,-0.367519,0.456922,0.275298
800,376035280,-0.260565,-0.628274,-0.727334,0.091449,-0.264635,-0.055196,0.170107
801,376051947,-0.262127,-0.628377,-0.726710,0.091237,-0.362154,-0.092810,0.380878
802,376068614,-0.263339,-0.628252,-0.726367,0.091345,-0.726184,-0.405873,0.416821
803,376085281,-0.263811,-0.628296,-0.726042,0.092259,-0.542236,-0.169444,0.347218
804,376101948,-0.263710,-0.628362,-0.725893,0.093257,-0.175933,0.275157,0.353205
805,376118615,-0.263061,-0.628205,-0.726203,0.093745,0.253657,0.064044,0.085842
806,376135282,-0.262298,-0.628220,-0.726475,0.093667,0.365426,0.088167,0.199793
807,376151949,-0.262040,-0.628512,-0.726341,0.093472,0.517789,-0.388991,0.014398
808,376168616,-0.262727,-0.628744,-0.725923,0.093223,0.470122,-0.309685,0.022078
809,376185283,-0.263797,-0.628663,-0.725688,0.092578,0.061719,0.085041,0.154132
810,376201950,-0.264060,-0.628781,-0.725565,0.091988,-0.335902,0.311784,0.225120
811,376218617,-0.263086,-0.629400,-0.725391,0.091922,-0.518312,0.312977,0.194782
812,376235284,-0.261025,-0.630296,-0.725309,0.092307,-0.238222,0.103789,0.150030
813,376251951,-0.258868,-0.631000,-0.725443,0.092513,0.250123,-0.045710,0.134655
814,376268618,-0.256916,-0.631584,-0.725646,0.092381,0.481038,-0.291479,0.086129
815,376285285,-0.255830,-0.632363,-0.725363,0.092287,0.653431,-0.457538,-0.059387
816,376301952,-0.255628,-0.633025,-0.724916,0.091822,0.762944,-0.217935,-0.057565
817,376318619,-0.255571,-0.633417,-0.724688,0.091073,0.236929,-0.144007,0.031553
818,376335286,-0.255209,-0.633925,-0.724424,0.090653,-0.026217,-0.037519,0.023233
819,376351953,-0.254588,-0.634539,-0.724170,0.090131,0.337591,0.298065,0.017894
820,376368620,-0.253984,-0.634785,-0.724407,0.088176,0.592423,0.796826,0.123263
821,376385287,-0.252550,-0.635261,-0.724837,0.085292,0.034218,0.563970,0.298503
822,376401954,-0.250122,-0.636993,-0.724355,0.083601,-0.380716,-0.329698,0.285858
823,376418621,-0.247779,-0.639126,-0.723387,0.082678,0.156916,-0.149946,0.332591
824,376435288,-0.245496,-0.640306,-0.723364,0.080523,0.219109,0.460952,0.452575
825,376451955,-0.242478,-0.640994,-0.724169,0.076888,-0.328578,1.134943,0.666476
826,376468622,-0.237442,-0.642633,-0.724804,0.072830,-0.610645,1.722113,0.848422
827,376485289,-0.229473,-0.645890,-0.724852,0.068979,-0.510797,1.547477,0.882429
828,376501956,-0.219405,-0.650151,-0.724532,0.064962,-0.163816,0.810958,0.947515
829,376518623,-0.208244,-0.654511,-0.724265,0.060744,-0.019210,-0.054348,0.818429
830,376535290,-0.197136,-0.658721,-0.723933,0.056080,0.320446,-0.222091,0.583100
831,376551957,-0.186358,-0.662632,-0.723624,0.050580,0.435256,-0.055668,0.578693
832,376568624,-0.175280,-0.666085,-0.723657,0.043904,0.083206,0.313060,0.841660
833,376585291,-0.162652,-0.669495,-0.723864,0.036637,-0.478370,0.523906,1.020221
834,376601958,-0.147892,-0.673649,-0.723497,0.029616,-0.657664,0.679762,1.145929
835,376618625,-0.130923,-0.678483,-0.722497,0.022796,-0.379878,0.514745,1.148704
836,376635292,-0.112182,-0.683048,-0.721545,0.015278,-0.062473,0.176268,1.233011
837,376651959,-0.092196,-0.687068,-0.720682,0.007442,-0.038176,-0.690680,1.026173
838,376668626,-0.072292,-0.690866,-0.719360,-0.000150,0.179867,-0.842733,0.714562
839,376685293,-0.053094,-0.694021,-0.717942,-0.008713,0.613173,-0.424867,0.845317
840,376701960,-0.033865,-0.696362,-0.716617,-0.019802,1.032270,0.613875,1.281571
841,376718627,-0.013581,-0.699095,-0.714118,-0.033425,1.180196,0.909787,1.800389
842,376735294,0.007670,-0.702575,-0.709903,-0.048657,0.309304,0.259987,2.291792
843,376751961,0.031225,-0.704949,-0.705669,-0.064055,-1.122945,-1.261558,2.387830
844,376768628,0.056416,-0.706279,-0.701261,-0.078864,-1.042763,-1.940975,1.477237
845,376785295,0.081175,-0.707611,-0.695762,-0.092806,-0.002342,-1.429585,1.350461
846,376801962,0.106551,-0.707963,-0.689797,-0.107779,0.634550,-1.033494,1.984873
847,376818629,0.133874,-0.707135,-0.682908,-0.125197,1.149929,-0.648434,2.617615
848,376835296,0.163992,-0.704517,-0.675404,-0.143501,0.351731,-2.664111,1.921350
849,376851963,0.193808,-0.701979,-0.666304,-0.160323,1.507313,-2.689049,-0.634044
850,376868630,0.223231,-0.700913,-0.654720,-0.173870,1.946024,-2.086739,-2.030891
851,376885297,0.250403,-0.699647,-0.642455,-0.187201,0.727039,-2.110963,-1.262505
852,376901964,0.276910,-0.695441,-0.631146,-0.203318,-0.041971,-2.422603,-0.238478
853,376918631,0.302817,-0.688799,-0.620717,-0.220383,-0.529342,-1.827773,-2.392561
854,376935298,0.327454,-0.680222,-0.611534,-0.236854,-1.528140,-1.676794,-2.644348
855,376951965,0.350941,-0.669826,-0.603394,-0.253160,-1.317982,-1.066644,-2.918776
856,376968632,0.373191,-0.658788,-0.595779,-0.267909,-0.473727,-0.462575,-2.766619
857,376985299,0.393158,-0.648908,-0.587311,-0.281799,0.153515,0.179038,-2.496711
858,377001966,0.411653,-0.639327,-0.578684,-0.294836,-0.191073,-0.029957,-1.888556
859,377018633,0.428870,-0.630080,-0.569720,-0.307390,-0.159591,0.137167,-1.783992
860,377035300,0.445149,-0.621528,-0.560801,-0.317880,-0.371536,0.421853,-2.015091
861,377051967,0.460382,-0.614005,-0.552121,-0.325896,-0.779638,0.914658,-2.131673
862,377068634,0.474352,-0.607386,-0.544325,-0.331335,-0.624004,1.419251,-2.267029
863,377085301,0.486470,-0.601744,-0.537296,-0.335505,-0.100519,1.512886,-1.938045
864,377101968,0.496190,-0.596949,-0.530984,-0.339859,-0.048931,1.610582,-1.822708
865,377118635,0.503443,-0.592906,-0.525659,-0.344515,-0.079229,1.556209,-1.798388
866,377135302,0.508907,-0.589480,-0.521649,-0.348439,-0.118543,1.487157,-1.656066
867,377151969,0.513317,-0.586777,-0.518782,-0.350804,0.150519,1.369636,-1.338689
868,377168636,0.517233,-0.584536,-0.516861,-0.351627,0.384369,0.974563,-0.864405
869,377185303,0.520171,-0.583070,-0.515152,-0.352236,0.332980,0.579380,-0.386143
870,377201970,0.522018,-0.581681,-0.513771,-0.353813,0.579721,0.201381,0.109834
871,377218637,0.523942,-0.579873,-0.512452,-0.355845,0.742070,0.364331,-0.006198
872,377235304,0.526122,-0.578010,-0.511788,-0.356614,0.203668,0.521918,-0.523945
873,377251971,0.528473,-0.576267,-0.512443,-0.355013,-0.203773,0.645239,-0.756488
874,377268638,0.529416,-0.575839,-0.513561,-0.352681,0.143600,0.075365,0.025974
875,377285305,0.529794,-0.575275,-0.514254,-0.352023,1.248720,-0.304724,0.969707
876,377301972,0.530824,-0.574221,-0.513699,-0.353002,1.191683,-0.024378,0.598513
877,377318639,0.532165,-0.573264,-0.512978,-0.353585,0.346488,0.298881,-0.178533
878,377335306,0.533223,-0.572843,-0.512970,-0.352685,-0.067622,0.367175,-0.503296
879,377351973,0.533470,-0.573087,-0.513490,-0.351154,-0.290643,0.216343,-0.317222
880,377368640,0.533205,-0.573078,-0.514352,-0.350310,0.112764,0.031877,0.200280
881,377385307,0.533210,-0.572497,-0.514732,-0.350693,0.709898,0.005125,0.552320
882,377401974,0.534584,-0.569409,-0.516133,-0.351570,-0.316643,-0.796229,0.555951
883,377418641,0.536214,-0.566874,-0.516850,-0.352129,0.784728,0.716747,0.008509
884,377435308,0.540601,-0.560122,-0.521059,-0.350017,-1.014153,-0.451677,-0.001065
